country,iso3_code,region,income_group,year,quarter,quarter_label,industry_sector,sector_automation_risk_score,gdp_per_capita_usd,ai_adoption_index,pct_sector_workforce_displaced,pct_sector_workforce_new_roles_created,net_workforce_change_pct,ai_cited_layoff_announcements,ai_skill_wage_premium_pct,pct_workforce_female,pct_displaced_roles_female,reskilling_programs_count,govt_ai_policy_score_1_to_10,ai_tool_adoption_pct
Canada,CAN,North America,High Income,2020,4,2020-Q4,Energy & Utilities,0.454,40671,0.784,0.0379,0.0255,-0.0124,23,0.326,0.26,0.283,52,5.8,0.354
Canada,CAN,North America,High Income,2021,1,2021-Q1,Technology & Software,0.358,41345,0.782,0.0464,0.0343,-0.0121,36,0.322,0.28,0.294,57,6.6,0.283
Canada,CAN,North America,High Income,2021,1,2021-Q1,Finance & Banking,0.596,41345,0.798,0.0661,0.0366,-0.0295,67,0.378,0.48,0.496,44,6.2,0.562
Canada,CAN,North America,High Income,2021,1,2021-Q1,Healthcare & Life Sciences,0.211,41345,0.778,0.0257,0.0174,-0.0083,9,0.303,0.72,0.791,51,6.6,0.173
Canada,CAN,North America,High Income,2021,1,2021-Q1,Manufacturing & Industry,0.767,41345,0.774,0.0842,0.0643,-0.0199,55,0.314,0.29,0.315,59,7.0,0.582
Canada,CAN,North America,High Income,2021,1,2021-Q1,Retail & E-Commerce,0.673,41345,0.775,0.088,0.0529,-0.0351,51,0.345,0.54,0.607,45,6.7,0.588
Canada,CAN,North America,High Income,2021,1,2021-Q1,Education & Research,0.232,41345,0.801,0.0291,0.0229,-0.0062,8,0.306,0.58,0.646,51,7.1,0.201
Canada,CAN,North America,High Income,2021,1,2021-Q1,Transportation & Logistics,0.697,41345,0.784,0.072,0.0684,-0.0036,67,0.301,0.22,0.214,57,6.9,0.551
Canada,CAN,North America,High Income,2021,1,2021-Q1,Media & Communications,0.543,41345,0.785,0.0657,0.0595,-0.0062,53,0.287,0.46,0.467,56,6.1,0.502
Canada,CAN,North America,High Income,2021,1,2021-Q1,Administrative & Clerical,0.774,41345,0.782,0.077,0.0518,-0.0252,134,0.331,0.79,0.95,46,7.3,0.689
Canada,CAN,North America,High Income,2021,1,2021-Q1,Energy & Utilities,0.466,41345,0.789,0.0438,0.0402,-0.0036,23,0.31,0.26,0.274,48,7.2,0.375
Canada,CAN,North America,High Income,2021,2,2021-Q2,Technology & Software,0.381,42193,0.775,0.0572,0.033,-0.0242,31,0.325,0.28,0.317,45,6.2,0.268
Canada,CAN,North America,High Income,2021,2,2021-Q2,Finance & Banking,0.588,42193,0.809,0.0793,0.0424,-0.0369,109,0.315,0.48,0.534,53,7.0,0.562
Canada,CAN,North America,High Income,2021,2,2021-Q2,Healthcare & Life Sciences,0.213,42193,0.802,0.0244,0.0169,-0.0075,6,0.304,0.72,0.807,57,6.4,0.197
Canada,CAN,North America,High Income,2021,2,2021-Q2,Manufacturing & Industry,0.706,42193,0.814,0.0843,0.0634,-0.0209,97,0.366,0.29,0.303,55,6.7,0.643
Canada,CAN,North America,High Income,2021,2,2021-Q2,Retail & E-Commerce,0.693,42193,0.801,0.0671,0.0577,-0.0094,48,0.374,0.54,0.575,45,7.7,0.56
Canada,CAN,North America,High Income,2021,2,2021-Q2,Education & Research,0.272,42193,0.816,0.0266,0.0217,-0.0049,8,0.267,0.58,0.631,42,6.8,0.223
Canada,CAN,North America,High Income,2021,2,2021-Q2,Transportation & Logistics,0.71,42193,0.805,0.0888,0.0753,-0.0135,40,0.286,0.22,0.245,46,6.5,0.483
Canada,CAN,North America,High Income,2021,2,2021-Q2,Media & Communications,0.546,42193,0.805,0.0665,0.0585,-0.008,47,0.345,0.46,0.475,47,6.8,0.476
Canada,CAN,North America,High Income,2021,2,2021-Q2,Administrative & Clerical,0.772,42193,0.779,0.1037,0.0642,-0.0395,109,0.324,0.79,0.95,52,6.3,0.732
Canada,CAN,North America,High Income,2021,2,2021-Q2,Energy & Utilities,0.418,42193,0.818,0.0468,0.0323,-0.0145,36,0.328,0.26,0.262,49,6.2,0.415
Canada,CAN,North America,High Income,2021,3,2021-Q3,Technology & Software,0.375,42850,0.796,0.0511,0.047,-0.0041,36,0.333,0.28,0.289,46,6.6,0.258
Canada,CAN,North America,High Income,2021,3,2021-Q3,Finance & Banking,0.591,42850,0.794,0.0707,0.0517,-0.019,121,0.329,0.48,0.498,51,6.7,0.388
Canada,CAN,North America,High Income,2021,3,2021-Q3,Healthcare & Life Sciences,0.223,42850,0.812,0.0255,0.0177,-0.0078,8,0.322,0.72,0.781,41,6.6,0.15
Canada,CAN,North America,High Income,2021,3,2021-Q3,Manufacturing & Industry,0.73,42850,0.817,0.1138,0.0922,-0.0216,67,0.336,0.29,0.32,51,7.0,0.548
Canada,CAN,North America,High Income,2021,3,2021-Q3,Retail & E-Commerce,0.691,42850,0.834,0.0744,0.0615,-0.0129,81,0.329,0.54,0.611,43,6.9,0.557
Canada,CAN,North America,High Income,2021,3,2021-Q3,Education & Research,0.265,42850,0.779,0.0292,0.0167,-0.0125,11,0.36,0.58,0.604,53,6.2,0.218
Canada,CAN,North America,High Income,2021,3,2021-Q3,Transportation & Logistics,0.635,42850,0.811,0.0852,0.0668,-0.0184,44,0.269,0.22,0.222,50,6.7,0.631
Canada,CAN,North America,High Income,2021,3,2021-Q3,Media & Communications,0.536,42850,0.79,0.0512,0.0309,-0.0203,51,0.297,0.46,0.466,55,6.3,0.394
Canada,CAN,North America,High Income,2021,3,2021-Q3,Administrative & Clerical,0.783,42850,0.79,0.0913,0.077,-0.0143,193,0.399,0.79,0.95,55,6.8,0.622
Canada,CAN,North America,High Income,2021,3,2021-Q3,Energy & Utilities,0.417,42850,0.779,0.0392,0.0377,-0.0015,34,0.345,0.26,0.294,59,6.8,0.398
Canada,CAN,North America,High Income,2021,4,2021-Q4,Technology & Software,0.389,44978,0.814,0.0486,0.0322,-0.0164,45,0.285,0.28,0.295,50,7.1,0.315
Canada,CAN,North America,High Income,2021,4,2021-Q4,Finance & Banking,0.622,44978,0.792,0.0902,0.0564,-0.0338,80,0.347,0.48,0.525,48,6.0,0.405
Canada,CAN,North America,High Income,2021,4,2021-Q4,Healthcare & Life Sciences,0.182,44978,0.808,0.0283,0.0163,-0.012,15,0.294,0.72,0.795,44,7.4,0.155
Canada,CAN,North America,High Income,2021,4,2021-Q4,Manufacturing & Industry,0.775,44978,0.816,0.0937,0.0562,-0.0375,60,0.348,0.29,0.312,45,7.1,0.699
Canada,CAN,North America,High Income,2021,4,2021-Q4,Retail & E-Commerce,0.701,44978,0.796,0.0881,0.0646,-0.0235,49,0.3,0.54,0.528,55,7.3,0.591
Canada,CAN,North America,High Income,2021,4,2021-Q4,Education & Research,0.265,44978,0.816,0.0335,0.02,-0.0135,10,0.316,0.58,0.642,56,6.6,0.219
Canada,CAN,North America,High Income,2021,4,2021-Q4,Transportation & Logistics,0.663,44978,0.807,0.093,0.0549,-0.0381,90,0.325,0.22,0.23,51,6.1,0.543
Canada,CAN,North America,High Income,2021,4,2021-Q4,Media & Communications,0.55,44978,0.81,0.0805,0.0631,-0.0174,43,0.249,0.46,0.45,43,6.3,0.382
Canada,CAN,North America,High Income,2021,4,2021-Q4,Administrative & Clerical,0.784,44978,0.809,0.1373,0.112,-0.0253,130,0.357,0.79,0.95,48,6.7,0.56
Canada,CAN,North America,High Income,2021,4,2021-Q4,Energy & Utilities,0.439,44978,0.802,0.0575,0.0358,-0.0217,29,0.354,0.26,0.269,43,6.6,0.424
Canada,CAN,North America,High Income,2022,1,2022-Q1,Technology & Software,0.374,43530,0.834,0.0696,0.0439,-0.0257,85,0.381,0.28,0.277,53,6.6,0.375
Canada,CAN,North America,High Income,2022,1,2022-Q1,Finance & Banking,0.641,43530,0.817,0.0792,0.0631,-0.0161,70,0.366,0.48,0.483,46,6.5,0.591
Canada,CAN,North America,High Income,2022,1,2022-Q1,Healthcare & Life Sciences,0.228,43530,0.832,0.0297,0.0168,-0.0129,15,0.377,0.72,0.75,45,7.0,0.186
Canada,CAN,North America,High Income,2022,1,2022-Q1,Manufacturing & Industry,0.746,43530,0.816,0.1062,0.098,-0.0082,116,0.374,0.29,0.289,55,7.6,0.559
Canada,CAN,North America,High Income,2022,1,2022-Q1,Retail & E-Commerce,0.642,43530,0.837,0.1103,0.0972,-0.0131,128,0.349,0.54,0.537,47,7.2,0.572
Canada,CAN,North America,High Income,2022,1,2022-Q1,Education & Research,0.304,43530,0.828,0.0304,0.0167,-0.0137,17,0.372,0.58,0.634,63,6.7,0.26
Canada,CAN,North America,High Income,2022,1,2022-Q1,Transportation & Logistics,0.669,43530,0.821,0.0973,0.0518,-0.0455,72,0.385,0.22,0.234,49,6.9,0.61
Canada,CAN,North America,High Income,2022,1,2022-Q1,Media & Communications,0.575,43530,0.836,0.0767,0.0508,-0.0259,79,0.354,0.46,0.481,62,7.1,0.406
Canada,CAN,North America,High Income,2022,1,2022-Q1,Administrative & Clerical,0.798,43530,0.826,0.1167,0.0662,-0.0505,248,0.41,0.79,0.95,55,6.1,0.71
Canada,CAN,North America,High Income,2022,1,2022-Q1,Energy & Utilities,0.454,43530,0.85,0.0495,0.0471,-0.0024,44,0.389,0.26,0.275,52,6.9,0.322
Canada,CAN,North America,High Income,2022,2,2022-Q2,Technology & Software,0.399,44995,0.849,0.0686,0.0645,-0.0041,47,0.424,0.28,0.296,62,6.3,0.295
Canada,CAN,North America,High Income,2022,2,2022-Q2,Finance & Banking,0.601,44995,0.814,0.0819,0.0606,-0.0213,114,0.344,0.48,0.543,64,6.8,0.489
Canada,CAN,North America,High Income,2022,2,2022-Q2,Healthcare & Life Sciences,0.231,44995,0.852,0.0308,0.0199,-0.0109,13,0.377,0.72,0.786,45,6.3,0.223
Canada,CAN,North America,High Income,2022,2,2022-Q2,Manufacturing & Industry,0.746,44995,0.831,0.0929,0.061,-0.0319,143,0.37,0.29,0.301,47,7.3,0.673
Canada,CAN,North America,High Income,2022,2,2022-Q2,Retail & E-Commerce,0.7,44995,0.828,0.1168,0.1109,-0.0059,74,0.301,0.54,0.588,58,7.0,0.532
Canada,CAN,North America,High Income,2022,2,2022-Q2,Education & Research,0.321,44995,0.827,0.0361,0.0233,-0.0128,18,0.408,0.58,0.576,45,7.0,0.215
Canada,CAN,North America,High Income,2022,2,2022-Q2,Transportation & Logistics,0.682,44995,0.824,0.1062,0.0562,-0.05,58,0.389,0.22,0.24,48,5.9,0.482
Canada,CAN,North America,High Income,2022,2,2022-Q2,Media & Communications,0.548,44995,0.851,0.0641,0.0397,-0.0244,53,0.383,0.46,0.446,46,6.6,0.429
Canada,CAN,North America,High Income,2022,2,2022-Q2,Administrative & Clerical,0.715,44995,0.823,0.1174,0.0675,-0.0499,119,0.34,0.79,0.95,56,7.1,0.552
Canada,CAN,North America,High Income,2022,2,2022-Q2,Energy & Utilities,0.423,44995,0.841,0.0493,0.0471,-0.0022,47,0.411,0.26,0.284,53,6.3,0.324
Canada,CAN,North America,High Income,2022,3,2022-Q3,Technology & Software,0.367,45114,0.85,0.0727,0.0556,-0.0171,92,0.357,0.28,0.305,60,6.6,0.328
Canada,CAN,North America,High Income,2022,3,2022-Q3,Finance & Banking,0.612,45114,0.831,0.1077,0.1026,-0.0051,178,0.347,0.48,0.508,63,6.6,0.455
Canada,CAN,North America,High Income,2022,3,2022-Q3,Healthcare & Life Sciences,0.226,45114,0.858,0.0364,0.035,-0.0014,14,0.4,0.72,0.726,59,7.0,0.214
Canada,CAN,North America,High Income,2022,3,2022-Q3,Manufacturing & Industry,0.751,45114,0.837,0.1004,0.0926,-0.0078,103,0.37,0.29,0.307,59,6.6,0.62
Canada,CAN,North America,High Income,2022,3,2022-Q3,Retail & E-Commerce,0.691,45114,0.834,0.1021,0.0983,-0.0038,78,0.296,0.54,0.599,50,7.2,0.535
Canada,CAN,North America,High Income,2022,3,2022-Q3,Education & Research,0.255,45114,0.833,0.0306,0.0205,-0.0101,19,0.403,0.58,0.585,58,6.3,0.258
Canada,CAN,North America,High Income,2022,3,2022-Q3,Transportation & Logistics,0.651,45114,0.826,0.0838,0.0462,-0.0376,67,0.378,0.22,0.239,64,7.1,0.57
Canada,CAN,North America,High Income,2022,3,2022-Q3,Media & Communications,0.548,45114,0.844,0.0965,0.079,-0.0175,73,0.394,0.46,0.504,57,7.1,0.537
Canada,CAN,North America,High Income,2022,3,2022-Q3,Administrative & Clerical,0.834,45114,0.842,0.1395,0.0776,-0.0619,175,0.403,0.79,0.95,51,7.0,0.702
Canada,CAN,North America,High Income,2022,3,2022-Q3,Energy & Utilities,0.458,45114,0.836,0.0743,0.0464,-0.0279,54,0.397,0.26,0.264,45,7.0,0.417
Canada,CAN,North America,High Income,2022,4,2022-Q4,Technology & Software,0.377,46697,0.829,0.0741,0.0618,-0.0123,105,0.363,0.28,0.307,58,7.2,0.254
Canada,CAN,North America,High Income,2022,4,2022-Q4,Finance & Banking,0.612,46697,0.826,0.0802,0.0432,-0.037,135,0.316,0.48,0.468,48,6.8,0.42
Canada,CAN,North America,High Income,2022,4,2022-Q4,Healthcare & Life Sciences,0.219,46697,0.825,0.0323,0.0174,-0.0149,17,0.356,0.72,0.717,61,7.1,0.199
Canada,CAN,North America,High Income,2022,4,2022-Q4,Manufacturing & Industry,0.757,46697,0.85,0.1211,0.0704,-0.0507,146,0.362,0.29,0.306,50,6.5,0.611
Canada,CAN,North America,High Income,2022,4,2022-Q4,Retail & E-Commerce,0.638,46697,0.839,0.1325,0.1227,-0.0098,148,0.352,0.54,0.55,61,6.7,0.534
Canada,CAN,North America,High Income,2022,4,2022-Q4,Education & Research,0.274,46697,0.842,0.0393,0.0381,-0.0012,20,0.39,0.58,0.641,51,7.4,0.212
Canada,CAN,North America,High Income,2022,4,2022-Q4,Transportation & Logistics,0.692,46697,0.853,0.1224,0.0987,-0.0237,79,0.379,0.22,0.231,60,7.0,0.594
Canada,CAN,North America,High Income,2022,4,2022-Q4,Media & Communications,0.566,46697,0.827,0.0826,0.0496,-0.033,101,0.387,0.46,0.502,61,7.2,0.537
Canada,CAN,North America,High Income,2022,4,2022-Q4,Administrative & Clerical,0.771,46697,0.811,0.1428,0.1294,-0.0134,257,0.421,0.79,0.95,53,6.7,0.552
Canada,CAN,North America,High Income,2022,4,2022-Q4,Energy & Utilities,0.464,46697,0.863,0.0813,0.0654,-0.0159,40,0.442,0.26,0.288,66,6.1,0.353
Canada,CAN,North America,High Income,2023,1,2023-Q1,Technology & Software,0.378,46103,0.823,0.079,0.062,-0.017,91,0.411,0.28,0.272,57,7.2,0.314
Canada,CAN,North America,High Income,2023,1,2023-Q1,Finance & Banking,0.626,46103,0.832,0.0904,0.0534,-0.037,116,0.404,0.48,0.529,70,6.9,0.491
Canada,CAN,North America,High Income,2023,1,2023-Q1,Healthcare & Life Sciences,0.253,46103,0.844,0.0298,0.0171,-0.0127,10,0.378,0.72,0.748,68,7.0,0.175
Canada,CAN,North America,High Income,2023,1,2023-Q1,Manufacturing & Industry,0.709,46103,0.836,0.1131,0.1087,-0.0044,152,0.436,0.29,0.294,55,7.3,0.52
Canada,CAN,North America,High Income,2023,1,2023-Q1,Retail & E-Commerce,0.677,46103,0.842,0.1067,0.0824,-0.0243,121,0.373,0.54,0.522,60,6.9,0.517
Canada,CAN,North America,High Income,2023,1,2023-Q1,Education & Research,0.305,46103,0.836,0.0411,0.0376,-0.0035,20,0.358,0.58,0.612,66,6.9,0.229
Canada,CAN,North America,High Income,2023,1,2023-Q1,Transportation & Logistics,0.691,46103,0.858,0.1322,0.0705,-0.0617,141,0.409,0.22,0.249,68,7.1,0.672
Canada,CAN,North America,High Income,2023,1,2023-Q1,Media & Communications,0.56,46103,0.839,0.0815,0.0722,-0.0093,60,0.446,0.46,0.454,70,6.8,0.506
Canada,CAN,North America,High Income,2023,1,2023-Q1,Administrative & Clerical,0.829,46103,0.844,0.1794,0.1343,-0.0451,165,0.407,0.79,0.95,66,6.2,0.587
Canada,CAN,North America,High Income,2023,1,2023-Q1,Energy & Utilities,0.453,46103,0.862,0.0595,0.0432,-0.0163,57,0.429,0.26,0.291,64,7.2,0.353
Canada,CAN,North America,High Income,2023,2,2023-Q2,Technology & Software,0.368,47272,0.858,0.0804,0.0464,-0.034,61,0.476,0.28,0.306,65,6.7,0.346
Canada,CAN,North America,High Income,2023,2,2023-Q2,Finance & Banking,0.599,47272,0.833,0.0869,0.0703,-0.0166,142,0.431,0.48,0.525,71,7.6,0.532
Canada,CAN,North America,High Income,2023,2,2023-Q2,Healthcare & Life Sciences,0.204,47272,0.851,0.0367,0.0209,-0.0158,19,0.399,0.72,0.772,69,7.2,0.177
Canada,CAN,North America,High Income,2023,2,2023-Q2,Manufacturing & Industry,0.746,47272,0.857,0.1237,0.0893,-0.0344,114,0.411,0.29,0.315,61,7.9,0.649
Canada,CAN,North America,High Income,2023,2,2023-Q2,Retail & E-Commerce,0.668,47272,0.841,0.1286,0.0677,-0.0609,88,0.355,0.54,0.591,60,6.9,0.684
Canada,CAN,North America,High Income,2023,2,2023-Q2,Education & Research,0.251,47272,0.854,0.0475,0.0273,-0.0202,19,0.414,0.58,0.575,72,7.5,0.266
Canada,CAN,North America,High Income,2023,2,2023-Q2,Transportation & Logistics,0.702,47272,0.821,0.1044,0.0778,-0.0266,77,0.354,0.22,0.225,53,7.1,0.54
Canada,CAN,North America,High Income,2023,2,2023-Q2,Media & Communications,0.564,47272,0.868,0.078,0.069,-0.009,91,0.364,0.46,0.5,65,6.8,0.548
Canada,CAN,North America,High Income,2023,2,2023-Q2,Administrative & Clerical,0.754,47272,0.849,0.1705,0.1409,-0.0296,215,0.408,0.79,0.95,68,7.8,0.58
Canada,CAN,North America,High Income,2023,2,2023-Q2,Energy & Utilities,0.437,47272,0.857,0.0601,0.0584,-0.0017,51,0.384,0.26,0.275,67,7.2,0.411
Canada,CAN,North America,High Income,2023,3,2023-Q3,Technology & Software,0.37,45025,0.863,0.0774,0.0559,-0.0215,110,0.369,0.28,0.31,54,7.4,0.361
Canada,CAN,North America,High Income,2023,3,2023-Q3,Finance & Banking,0.611,45025,0.862,0.0997,0.0854,-0.0143,216,0.4,0.48,0.53,70,7.0,0.616
Canada,CAN,North America,High Income,2023,3,2023-Q3,Healthcare & Life Sciences,0.252,45025,0.86,0.0443,0.0423,-0.002,20,0.439,0.72,0.804,67,7.5,0.205
Canada,CAN,North America,High Income,2023,3,2023-Q3,Manufacturing & Industry,0.743,45025,0.852,0.1605,0.126,-0.0345,127,0.37,0.29,0.305,69,7.1,0.735
Canada,CAN,North America,High Income,2023,3,2023-Q3,Retail & E-Commerce,0.696,45025,0.856,0.1465,0.1306,-0.0159,114,0.369,0.54,0.535,54,6.9,0.585
Canada,CAN,North America,High Income,2023,3,2023-Q3,Education & Research,0.229,45025,0.843,0.0446,0.0312,-0.0134,15,0.448,0.58,0.584,66,6.6,0.261
Canada,CAN,North America,High Income,2023,3,2023-Q3,Transportation & Logistics,0.68,45025,0.859,0.1021,0.0686,-0.0335,154,0.448,0.22,0.223,70,6.7,0.699
Canada,CAN,North America,High Income,2023,3,2023-Q3,Media & Communications,0.578,45025,0.835,0.0971,0.0695,-0.0276,122,0.408,0.46,0.463,56,6.7,0.535
Canada,CAN,North America,High Income,2023,3,2023-Q3,Administrative & Clerical,0.771,45025,0.869,0.1374,0.0999,-0.0375,276,0.437,0.79,0.95,68,6.5,0.686
Canada,CAN,North America,High Income,2023,3,2023-Q3,Energy & Utilities,0.453,45025,0.866,0.0646,0.0587,-0.0059,56,0.429,0.26,0.287,67,6.8,0.372
Canada,CAN,North America,High Income,2023,4,2023-Q4,Technology & Software,0.395,45691,0.866,0.094,0.0913,-0.0027,122,0.381,0.28,0.292,59,7.3,0.321
Canada,CAN,North America,High Income,2023,4,2023-Q4,Finance & Banking,0.618,45691,0.871,0.1278,0.0938,-0.034,160,0.417,0.48,0.525,68,5.7,0.585
Canada,CAN,North America,High Income,2023,4,2023-Q4,Healthcare & Life Sciences,0.24,45691,0.844,0.0337,0.0251,-0.0086,16,0.413,0.72,0.697,54,7.2,0.21
Canada,CAN,North America,High Income,2023,4,2023-Q4,Manufacturing & Industry,0.77,45691,0.87,0.1385,0.1013,-0.0372,122,0.384,0.29,0.308,50,6.7,0.617
Canada,CAN,North America,High Income,2023,4,2023-Q4,Retail & E-Commerce,0.698,45691,0.829,0.1521,0.0926,-0.0595,137,0.388,0.54,0.526,56,6.8,0.46
Canada,CAN,North America,High Income,2023,4,2023-Q4,Education & Research,0.297,45691,0.856,0.0408,0.0302,-0.0106,12,0.386,0.58,0.58,69,6.7,0.274
Canada,CAN,North America,High Income,2023,4,2023-Q4,Transportation & Logistics,0.657,45691,0.853,0.1078,0.0859,-0.0219,99,0.427,0.22,0.239,61,7.3,0.558
Canada,CAN,North America,High Income,2023,4,2023-Q4,Media & Communications,0.578,45691,0.861,0.0913,0.0857,-0.0056,98,0.405,0.46,0.497,58,7.3,0.527
Canada,CAN,North America,High Income,2023,4,2023-Q4,Administrative & Clerical,0.794,45691,0.864,0.1607,0.0862,-0.0745,295,0.389,0.79,0.95,69,6.5,0.749
Canada,CAN,North America,High Income,2023,4,2023-Q4,Energy & Utilities,0.435,45691,0.873,0.0898,0.0645,-0.0253,43,0.407,0.26,0.26,49,6.8,0.385
Canada,CAN,North America,High Income,2024,1,2024-Q1,Technology & Software,0.375,47608,0.843,0.0883,0.0598,-0.0285,82,0.439,0.28,0.274,64,7.2,0.363
Canada,CAN,North America,High Income,2024,1,2024-Q1,Finance & Banking,0.617,47608,0.862,0.1031,0.0639,-0.0392,172,0.441,0.48,0.5,75,7.3,0.458
Canada,CAN,North America,High Income,2024,1,2024-Q1,Healthcare & Life Sciences,0.222,47608,0.875,0.035,0.0304,-0.0046,26,0.441,0.72,0.774,75,6.7,0.229
Canada,CAN,North America,High Income,2024,1,2024-Q1,Manufacturing & Industry,0.723,47608,0.874,0.1757,0.1047,-0.071,225,0.458,0.29,0.294,63,7.4,0.661
Canada,CAN,North America,High Income,2024,1,2024-Q1,Retail & E-Commerce,0.694,47608,0.875,0.1233,0.0883,-0.035,159,0.451,0.54,0.599,58,7.3,0.527
Canada,CAN,North America,High Income,2024,1,2024-Q1,Education & Research,0.256,47608,0.842,0.0494,0.0382,-0.0112,13,0.478,0.58,0.586,79,7.1,0.257
Canada,CAN,North America,High Income,2024,1,2024-Q1,Transportation & Logistics,0.672,47608,0.882,0.158,0.115,-0.043,181,0.463,0.22,0.247,73,7.3,0.701
Canada,CAN,North America,High Income,2024,1,2024-Q1,Media & Communications,0.585,47608,0.849,0.1214,0.1012,-0.0202,134,0.458,0.46,0.46,61,7.5,0.408
Canada,CAN,North America,High Income,2024,1,2024-Q1,Administrative & Clerical,0.809,47608,0.878,0.1636,0.0942,-0.0694,384,0.433,0.79,0.95,57,6.2,0.809
Canada,CAN,North America,High Income,2024,1,2024-Q1,Energy & Utilities,0.431,47608,0.877,0.0856,0.0735,-0.0121,67,0.448,0.26,0.254,61,7.6,0.412
Canada,CAN,North America,High Income,2024,2,2024-Q2,Technology & Software,0.381,48602,0.865,0.0839,0.0669,-0.017,77,0.486,0.28,0.317,71,6.7,0.274
Canada,CAN,North America,High Income,2024,2,2024-Q2,Finance & Banking,0.614,48602,0.878,0.1199,0.0817,-0.0382,127,0.438,0.48,0.509,79,7.0,0.521
Canada,CAN,North America,High Income,2024,2,2024-Q2,Healthcare & Life Sciences,0.216,48602,0.863,0.04,0.0241,-0.0159,27,0.458,0.72,0.732,68,7.7,0.172
Canada,CAN,North America,High Income,2024,2,2024-Q2,Manufacturing & Industry,0.741,48602,0.873,0.1333,0.1133,-0.02,181,0.406,0.29,0.295,67,7.9,0.774
Canada,CAN,North America,High Income,2024,2,2024-Q2,Retail & E-Commerce,0.68,48602,0.874,0.1235,0.0673,-0.0562,95,0.388,0.54,0.531,72,8.0,0.626
Canada,CAN,North America,High Income,2024,2,2024-Q2,Education & Research,0.273,48602,0.884,0.0612,0.0535,-0.0077,30,0.494,0.58,0.583,76,7.5,0.246
Canada,CAN,North America,High Income,2024,2,2024-Q2,Transportation & Logistics,0.696,48602,0.882,0.1666,0.1136,-0.053,109,0.453,0.22,0.213,58,7.4,0.49
Canada,CAN,North America,High Income,2024,2,2024-Q2,Media & Communications,0.568,48602,0.883,0.1279,0.0869,-0.041,149,0.388,0.46,0.513,56,7.3,0.452
Canada,CAN,North America,High Income,2024,2,2024-Q2,Administrative & Clerical,0.777,48602,0.868,0.1689,0.1194,-0.0495,319,0.382,0.79,0.95,68,7.1,0.602
Canada,CAN,North America,High Income,2024,2,2024-Q2,Energy & Utilities,0.451,48602,0.875,0.0752,0.0682,-0.007,53,0.427,0.26,0.27,57,7.7,0.37
Canada,CAN,North America,High Income,2024,3,2024-Q3,Technology & Software,0.375,48209,0.862,0.0819,0.0736,-0.0083,140,0.433,0.28,0.275,73,7.3,0.364
Canada,CAN,North America,High Income,2024,3,2024-Q3,Finance & Banking,0.633,48209,0.878,0.1496,0.1197,-0.0299,226,0.418,0.48,0.473,78,7.2,0.471
Canada,CAN,North America,High Income,2024,3,2024-Q3,Healthcare & Life Sciences,0.199,48209,0.868,0.0419,0.025,-0.0169,29,0.448,0.72,0.768,63,7.6,0.196
Canada,CAN,North America,High Income,2024,3,2024-Q3,Manufacturing & Industry,0.763,48209,0.887,0.2048,0.1165,-0.0883,134,0.434,0.29,0.284,63,7.3,0.586
Canada,CAN,North America,High Income,2024,3,2024-Q3,Retail & E-Commerce,0.682,48209,0.855,0.1749,0.1134,-0.0615,136,0.484,0.54,0.568,71,7.5,0.496
Canada,CAN,North America,High Income,2024,3,2024-Q3,Education & Research,0.265,48209,0.894,0.0631,0.0452,-0.0179,22,0.425,0.58,0.563,73,7.0,0.265
Canada,CAN,North America,High Income,2024,3,2024-Q3,Transportation & Logistics,0.643,48209,0.869,0.1668,0.1079,-0.0589,112,0.44,0.22,0.215,72,6.9,0.557
Canada,CAN,North America,High Income,2024,3,2024-Q3,Media & Communications,0.53,48209,0.874,0.1258,0.0739,-0.0519,119,0.468,0.46,0.463,56,7.5,0.469
Canada,CAN,North America,High Income,2024,3,2024-Q3,Administrative & Clerical,0.781,48209,0.89,0.1705,0.1253,-0.0452,470,0.434,0.79,0.95,63,7.4,0.589
Canada,CAN,North America,High Income,2024,3,2024-Q3,Energy & Utilities,0.432,48209,0.86,0.0789,0.0698,-0.0091,51,0.43,0.26,0.286,78,6.7,0.46
Canada,CAN,North America,High Income,2024,4,2024-Q4,Technology & Software,0.392,47225,0.87,0.0963,0.078,-0.0183,151,0.436,0.28,0.28,58,7.2,0.342
Canada,CAN,North America,High Income,2024,4,2024-Q4,Finance & Banking,0.566,47225,0.873,0.1226,0.0984,-0.0242,138,0.436,0.48,0.521,62,6.7,0.485
Canada,CAN,North America,High Income,2024,4,2024-Q4,Healthcare & Life Sciences,0.206,47225,0.891,0.0461,0.0405,-0.0056,28,0.433,0.72,0.796,67,6.2,0.182
Canada,CAN,North America,High Income,2024,4,2024-Q4,Manufacturing & Industry,0.759,47225,0.863,0.1448,0.1274,-0.0174,118,0.464,0.29,0.3,66,7.6,0.554
Canada,CAN,North America,High Income,2024,4,2024-Q4,Retail & E-Commerce,0.7,47225,0.88,0.1782,0.1637,-0.0145,204,0.468,0.54,0.575,55,7.3,0.53
Canada,CAN,North America,High Income,2024,4,2024-Q4,Education & Research,0.21,47225,0.871,0.0548,0.0375,-0.0173,29,0.486,0.58,0.6,78,7.3,0.23
Canada,CAN,North America,High Income,2024,4,2024-Q4,Transportation & Logistics,0.666,47225,0.876,0.1641,0.1512,-0.0129,174,0.441,0.22,0.247,55,7.3,0.542
